nsn,candidate_mpn,manufacturer,digikey_pn,raw_attributes_json,closeness_score,search_mode
5905-00-493-1204,HoFL2-1000A75mVC12595NJ,Milliohm Electronics,5705-HoFL2-1000A75mVC12595NJ-ND,"{""Resistance"": ""0.075 mOhms"", ""Tolerance"": ""±0.2%"", ""Power (Watts)"": ""75W"", ""Composition"": ""Metal Element"", ""Temperature Coefficient"": ""±50ppm/°C"", ""Operating Temperature"": ""-55°C ~ 170°C"", ""Features"": ""Moisture Resistant, Non-Inductive, Pulse Withstanding"", ""Coating, Housing Type"": ""-"", ""Mounting Feature"": ""Screw Holes"", ""Size / Dimension"": ""4.920\"" L x 1.020\"" W (125.00mm x 26.00mm)"", ""Height - Seated (Max)"": ""0.846\"" (21.50mm)"", ""Lead Style"": ""-"", ""Package / Case"": ""Rectangular Case"", ""Failure Rate"": ""-"", ""Grade"": ""Automotive"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8337/HoFL2%20Series%20-%20specification-EN%281%29%20-%20HYK.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8335/MFG_HoFL2.jpg"", ""_description"": ""RESISTOR SHUNT  L:125mm W:95mm 1"", ""_unit_price"": 61.46, ""_qty_available"": 50, ""_category"": ""Chassis Mount Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/milliohm-electronics/HoFL2-1000A75mVC12595NJ/28493547""}",0.0,parametric+parametric_loose
5905-00-493-1204,HoFL2-1000A75mVD12595NJ,Milliohm Electronics,5705-HoFL2-1000A75mVD12595NJ-ND,"{""Resistance"": ""0.075 mOhms"", ""Tolerance"": ""±0.5%"", ""Power (Watts)"": ""75W"", ""Composition"": ""Metal Element"", ""Temperature Coefficient"": ""±50ppm/°C"", ""Operating Temperature"": ""-55°C ~ 170°C"", ""Features"": ""Moisture Resistant, Non-Inductive, Pulse Withstanding"", ""Coating, Housing Type"": ""-"", ""Mounting Feature"": ""Screw Holes"", ""Size / Dimension"": ""4.920\"" L x 1.020\"" W (125.00mm x 26.00mm)"", ""Height - Seated (Max)"": ""0.846\"" (21.50mm)"", ""Lead Style"": ""-"", ""Package / Case"": ""Rectangular Case"", ""Failure Rate"": ""-"", ""Grade"": ""Automotive"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8337/HoFL2%20Series%20-%20specification-EN%281%29%20-%20HYK.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8335/MFG_HoFL2.jpg"", ""_description"": ""RESISTOR SHUNT  L:125mm W:95mm 1"", ""_unit_price"": 54.63, ""_qty_available"": 50, ""_category"": ""Chassis Mount Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/milliohm-electronics/HoFL2-1000A75mVD12595NJ/28493648""}",0.0,parametric+parametric_loose
5905-00-493-1204,HoFL2-100A75mVC10322NJ,Milliohm Electronics,5705-HoFL2-100A75mVC10322NJ-ND,"{""Resistance"": ""0.75 mOhms"", ""Tolerance"": ""±0.2%"", ""Power (Watts)"": ""7.5W"", ""Composition"": ""Metal Element"", ""Temperature Coefficient"": ""±50ppm/°C"", ""Operating Temperature"": ""-55°C ~ 170°C"", ""Features"": ""Moisture Resistant, Non-Inductive, Pulse Withstanding"", ""Coating, Housing Type"": ""-"", ""Mounting Feature"": ""Screw Holes"", ""Size / Dimension"": ""4.060\"" L x 0.866\"" W (103.00mm x 22.00mm)"", ""Height - Seated (Max)"": ""0.394\"" (10.00mm)"", ""Lead Style"": ""-"", ""Package / Case"": ""Rectangular Case"", ""Failure Rate"": ""-"", ""Grade"": ""Automotive"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8918/HoFL2%20Series%20Selection%20DataSheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8335/MFG_HoFL2.jpg"", ""_description"": ""RESISTOR SHUNT  L:103mm W:22mm 1"", ""_unit_price"": 8.96, ""_qty_available"": 998, ""_category"": ""Chassis Mount Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/milliohm-electronics/HoFL2-100A75mVC10322NJ/28520794""}",0.0,parametric+parametric_loose
5905-00-493-1210,101-250RX,Riedon products by Bourns,696-1556-ND,"{""Resistance"": ""250 Ohms"", ""Tolerance"": ""±0.01%"", ""Power (Watts)"": ""0.25W, 1/4W"", ""Composition"": ""Wirewound"", ""Features"": ""Flame Proof, Moisture Resistant, Non-Inductive, Safety"", ""Temperature Coefficient"": ""±10ppm/°C"", ""Operating Temperature"": ""-55°C ~ 145°C"", ""Package / Case"": ""Axial"", ""Supplier Device Package"": ""-"", ""Size / Dimension"": ""0.252\"" Dia x 0.500\"" L (6.40mm x 12.70mm)"", ""Height - Seated (Max)"": ""-"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://riedon.com/media/pdf/Precision_Resistors.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/100%20SERIES_0.252%20Dia%20x%200.500%20L%20%286.40mm%20x%2012.70mm%29.jpg"", ""_description"": ""RES 250 OHM 0.01% 1/4W AXIAL"", ""_unit_price"": 9.4, ""_qty_available"": 1012, ""_category"": ""Through Hole Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/riedon-products-by-bourns/101-250RX/4832940""}",0.0,parametric+parametric_loose
5905-00-493-1210,CMF55100R00BEEB,Vishay Dale,CMF100HBTR-ND,"{""Resistance"": ""100 Ohms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.6W"", ""Composition"": ""Metal Film"", ""Features"": ""Flame Retardant Coating, Moisture Resistant, Safety"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 175°C"", ""Package / Case"": ""Axial"", ""Supplier Device Package"": ""Axial"", ""Size / Dimension"": ""0.090\"" Dia x 0.240\"" L (2.29mm x 6.10mm)"", ""Height - Seated (Max)"": ""-"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.vishay.com/docs/31018/cmfind.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/647/CMF07.jpg"", ""_description"": ""RES 100 OHM 1/2W 0.1% AXIAL"", ""_unit_price"": 1.91, ""_qty_available"": 11262, ""_category"": ""Through Hole Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/vishay-dale/CMF55100R00BEEB/2197095""}",0.0,parametric+parametric_loose
5905-00-493-1210,CMF5510R000BHEA,Vishay Dale,541-4313-2-ND,"{""Resistance"": ""10 Ohms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.6W"", ""Composition"": ""Metal Film"", ""Features"": ""Flame Retardant Coating, Moisture Resistant, Safety"", ""Temperature Coefficient"": ""±50ppm/°C"", ""Operating Temperature"": ""-55°C ~ 175°C"", ""Package / Case"": ""Axial"", ""Supplier Device Package"": ""Axial"", ""Size / Dimension"": ""0.090\"" Dia x 0.240\"" L (2.29mm x 6.10mm)"", ""Height - Seated (Max)"": ""-"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.vishay.com/docs/31018/cmfind.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/647/CMF07.jpg"", ""_description"": ""RES 10 OHM 1/2W .1% AXIAL"", ""_unit_price"": 1.21, ""_qty_available"": 27214, ""_category"": ""Through Hole Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/vishay-dale/CMF5510R000BHEA/3613782""}",0.0,parametric+parametric_loose
5905-00-493-1210,CMF60250R00BHEB,Vishay Dale,CMF250FCTR-ND,"{""Resistance"": ""250 Ohms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""1W"", ""Composition"": ""Metal Film"", ""Features"": ""Flame Retardant Coating, Moisture Resistant, Safety"", ""Temperature Coefficient"": ""±50ppm/°C"", ""Operating Temperature"": ""-55°C ~ 175°C"", ""Package / Case"": ""Axial"", ""Supplier Device Package"": ""Axial"", ""Size / Dimension"": ""0.165\"" Dia x 0.469\"" L (4.20mm x 11.90mm)"", ""Height - Seated (Max)"": ""-"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.vishay.com/docs/31018/cmfind.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/647/CMF07.jpg"", ""_description"": ""RES 250 OHM 1W .1% AXIAL"", ""_unit_price"": 1.59, ""_qty_available"": 11389, ""_category"": ""Through Hole Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/vishay-dale/CMF60250R00BHEB/3622107""}",0.0,parametric+parametric_loose
5905-00-493-1210,CRT0603-BY-1002ELF,Bourns Inc.,CRT0603-BY-1002ELFTR-ND,"{""Resistance"": ""10 kOhms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.1W, 1/10W"", ""Composition"": ""Thin Film"", ""Features"": ""Current Sense"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0603 (1608 Metric)"", ""Supplier Device Package"": ""0603"", ""Size / Dimension"": ""0.061\"" L x 0.031\"" W (1.55mm x 0.80mm)"", ""Height - Seated (Max)"": ""0.024\"" (0.60mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.bourns.com/docs/Product-Datasheets/crt.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7210/MFG_118_CRT_series.jpg"", ""_description"": ""RES SMD 10K OHM 0.1% 1/10W 0603"", ""_unit_price"": 0.1, ""_qty_available"": 35245, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/bourns-inc/CRT0603-BY-1002ELF/1775019""}",0.0,parametric+parametric_loose
5905-00-493-1210,CRT0603-BY-1003ELF,Bourns Inc.,CRT0603-BY-1003ELFTR-ND,"{""Resistance"": ""100 kOhms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.1W, 1/10W"", ""Composition"": ""Thin Film"", ""Features"": ""Current Sense"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0603 (1608 Metric)"", ""Supplier Device Package"": ""0603"", ""Size / Dimension"": ""0.061\"" L x 0.031\"" W (1.55mm x 0.80mm)"", ""Height - Seated (Max)"": ""0.024\"" (0.60mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.bourns.com/docs/Product-Datasheets/crt.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7210/MFG_118_CRT_series.jpg"", ""_description"": ""RES SMD 100K OHM 0.1% 1/10W 0603"", ""_unit_price"": 0.1, ""_qty_available"": 95341, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/bourns-inc/CRT0603-BY-1003ELF/1775020""}",0.0,parametric+parametric_loose
5905-00-493-1210,CRT0603-BY-10R0ELF,Bourns Inc.,CRT0603-BY-10R0ELFTR-ND,"{""Resistance"": ""10 Ohms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.1W, 1/10W"", ""Composition"": ""Thin Film"", ""Features"": ""Current Sense"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0603 (1608 Metric)"", ""Supplier Device Package"": ""0603"", ""Size / Dimension"": ""0.061\"" L x 0.031\"" W (1.55mm x 0.80mm)"", ""Height - Seated (Max)"": ""0.024\"" (0.60mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.bourns.com/docs/Product-Datasheets/crt.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7210/MFG_118_CRT_series.jpg"", ""_description"": ""RES SMD 10 OHM 0.1% 1/10W 0603"", ""_unit_price"": 0.1, ""_qty_available"": 144341, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/bourns-inc/CRT0603-BY-10R0ELF/1775018""}",0.0,parametric+parametric_loose
5905-00-493-1210,ERA-3AEB123V,Panasonic Industry,P12KDBTR-ND,"{""Resistance"": ""12 kOhms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.1W, 1/10W"", ""Composition"": ""Thin Film"", ""Features"": ""Automotive AEC-Q200"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0603 (1608 Metric)"", ""Supplier Device Package"": ""0603"", ""Ratings"": ""-"", ""Size / Dimension"": ""0.063\"" L x 0.031\"" W (1.60mm x 0.80mm)"", ""Height - Seated (Max)"": ""0.022\"" (0.55mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2391/10-0603%20Resistor.jpg"", ""_description"": ""RES SMD 12K OHM 0.1% 1/10W 0603"", ""_unit_price"": 0.1, ""_qty_available"": 72469, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ERA-3AEB123V/1465880""}",0.0,parametric+parametric_loose
5905-00-493-1210,ERA-3AEB201V,Panasonic Industry,P200DBTR-ND,"{""Resistance"": ""200 Ohms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.1W, 1/10W"", ""Composition"": ""Thin Film"", ""Features"": ""Automotive AEC-Q200"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0603 (1608 Metric)"", ""Supplier Device Package"": ""0603"", ""Ratings"": ""-"", ""Size / Dimension"": ""0.063\"" L x 0.031\"" W (1.60mm x 0.80mm)"", ""Height - Seated (Max)"": ""0.022\"" (0.55mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2391/10-0603%20Resistor.jpg"", ""_description"": ""RES SMD 200 OHM 0.1% 1/10W 0603"", ""_unit_price"": 0.1, ""_qty_available"": 20766, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ERA-3AEB201V/1465837""}",0.0,parametric+parametric_loose
5905-00-493-1210,ERA-3AEB202V,Panasonic Industry,P2.0KDBTR-ND,"{""Resistance"": ""2 kOhms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.1W, 1/10W"", ""Composition"": ""Thin Film"", ""Features"": ""Automotive AEC-Q200"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0603 (1608 Metric)"", ""Supplier Device Package"": ""0603"", ""Ratings"": ""-"", ""Size / Dimension"": ""0.063\"" L x 0.031\"" W (1.60mm x 0.80mm)"", ""Height - Seated (Max)"": ""0.022\"" (0.55mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2391/10-0603%20Resistor.jpg"", ""_description"": ""RES SMD 2K OHM 0.1% 1/10W 0603"", ""_unit_price"": 0.1, ""_qty_available"": 85628, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ERA-3AEB202V/1465861""}",0.0,parametric+parametric_loose
5905-00-493-1210,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,"{""Resistance"": ""1 kOhms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.125W, 1/8W"", ""Composition"": ""Thin Film"", ""Features"": ""Automotive AEC-Q200"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0805 (2012 Metric)"", ""Supplier Device Package"": ""0805"", ""Ratings"": ""-"", ""Size / Dimension"": ""0.079\"" L x 0.049\"" W (2.00mm x 1.25mm)"", ""Height - Seated (Max)"": ""0.024\"" (0.60mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7199/MFG_10_ERA_series.jpg"", ""_description"": ""RES SMD 1K OHM 0.1% 1/8W 0805"", ""_unit_price"": 0.1, ""_qty_available"": 36117, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ERA-6AEB102V/1465748""}",0.0,parametric+parametric_loose
5905-00-493-1210,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,"{""Resistance"": ""100 kOhms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.125W, 1/8W"", ""Composition"": ""Thin Film"", ""Features"": ""Automotive AEC-Q200"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0805 (2012 Metric)"", ""Supplier Device Package"": ""0805"", ""Ratings"": ""-"", ""Size / Dimension"": ""0.079\"" L x 0.049\"" W (2.00mm x 1.25mm)"", ""Height - Seated (Max)"": ""0.024\"" (0.60mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7199/MFG_10_ERA_series.jpg"", ""_description"": ""RES SMD 100K OHM 0.1% 1/8W 0805"", ""_unit_price"": 0.1, ""_qty_available"": 191196, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ERA-6AEB104V/1465797""}",0.0,parametric+parametric_loose
5905-00-493-1210,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,"{""Resistance"": ""20 kOhms"", ""Tolerance"": ""±0.1%"", ""Power (Watts)"": ""0.125W, 1/8W"", ""Composition"": ""Thin Film"", ""Features"": ""Automotive AEC-Q200"", ""Temperature Coefficient"": ""±25ppm/°C"", ""Operating Temperature"": ""-55°C ~ 155°C"", ""Package / Case"": ""0805 (2012 Metric)"", ""Supplier Device Package"": ""0805"", ""Ratings"": ""-"", ""Size / Dimension"": ""0.079\"" L x 0.049\"" W (2.00mm x 1.25mm)"", ""Height - Seated (Max)"": ""0.024\"" (0.60mm)"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7199/MFG_10_ERA_series.jpg"", ""_description"": ""RES SMD 20K OHM 0.1% 1/8W 0805"", ""_unit_price"": 0.1, ""_qty_available"": 57212, ""_category"": ""Chip Resistor - Surface Mount"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ERA-6AEB203V/1465780""}",0.0,parametric+parametric_loose
5905-00-493-1210,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,"{""Resistance"": ""75 µOhms"", ""Tolerance"": ""±0.5%"", ""Power (Watts)"": ""75W"", ""Composition"": ""Metal Element"", ""Temperature Coefficient"": ""±50ppm/°C"", ""Operating Temperature"": ""-55°C ~ 170°C"", ""Features"": ""Current Sense, Pulse Withstanding"", ""Coating, Housing Type"": ""-"", ""Mounting Feature"": ""Flanges"", ""Size / Dimension"": ""4.724\"" L x 2.756\"" W (120.00mm x 70.00mm)"", ""Height - Seated (Max)"": ""0.827\"" (21.00mm)"", ""Lead Style"": ""-"", ""Package / Case"": ""Rectangular Case"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6507/HoFL2-1000A-75mV-0.5%25-nickel%20plated.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6503/MFG_HoFL2-1000A-75mV-0.5%25-nickel-plated.jpg"", ""_description"": ""RESISTOR SHUNT 75 uOHM 0.5% 1000"", ""_unit_price"": 43.07, ""_qty_available"": 16, ""_category"": ""Chassis Mount Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/milliohm-electronics/HoFL2-1000A-75mV-0-5-nickel-plated/24386204""}",0.0,parametric+parametric_loose
5905-00-493-1210,HoFL2-1000A75mVC12595NJ,Milliohm Electronics,5705-HoFL2-1000A75mVC12595NJ-ND,"{""Resistance"": ""0.075 mOhms"", ""Tolerance"": ""±0.2%"", ""Power (Watts)"": ""75W"", ""Composition"": ""Metal Element"", ""Temperature Coefficient"": ""±50ppm/°C"", ""Operating Temperature"": ""-55°C ~ 170°C"", ""Features"": ""Moisture Resistant, Non-Inductive, Pulse Withstanding"", ""Coating, Housing Type"": ""-"", ""Mounting Feature"": ""Screw Holes"", ""Size / Dimension"": ""4.920\"" L x 1.020\"" W (125.00mm x 26.00mm)"", ""Height - Seated (Max)"": ""0.846\"" (21.50mm)"", ""Lead Style"": ""-"", ""Package / Case"": ""Rectangular Case"", ""Failure Rate"": ""-"", ""Grade"": ""Automotive"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8337/HoFL2%20Series%20-%20specification-EN%281%29%20-%20HYK.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8335/MFG_HoFL2.jpg"", ""_description"": ""RESISTOR SHUNT  L:125mm W:95mm 1"", ""_unit_price"": 61.46, ""_qty_available"": 50, ""_category"": ""Chassis Mount Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/milliohm-electronics/HoFL2-1000A75mVC12595NJ/28493547""}",0.0,parametric+parametric_loose
