delta_id,candidate_id,nsn,candidate_mpn,requirement_name,required_value,candidate_value,verdict,scored,gate_type,operator,uom,required_value_display,candidate_value_display,requirement_class,source,source_spec_id
5905-00-493-1204__ERA-3AEB123V__solderability_per_j_std_002,5905-00-493-1204__ERA-3AEB123V,5905-00-493-1204,ERA-3AEB123V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB123V__thermal_shock_cycles,5905-00-493-1204__ERA-3AEB123V,5905-00-493-1204,ERA-3AEB123V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB123V__vibration_grms,5905-00-493-1204__ERA-3AEB123V,5905-00-493-1204,ERA-3AEB123V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB123V__lot_traceability,5905-00-493-1204__ERA-3AEB123V,5905-00-493-1204,ERA-3AEB123V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__power_rating,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,power_rating,0.1,0.1,pass,true,hard,gte,W,>= 0.1 W,0.1 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-3AEB201V__resistance_tolerance,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__temperature_coefficient,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__voltage_rating,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__operating_temp_max,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__operating_temp_min,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__humidity_resistance,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__qualification,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__solderability_per_j_std_002,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__thermal_shock_cycles,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__vibration_grms,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB201V__lot_traceability,5905-00-493-1204__ERA-3AEB201V,5905-00-493-1204,ERA-3AEB201V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__power_rating,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,power_rating,0.1,0.1,pass,true,hard,gte,W,>= 0.1 W,0.1 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-3AEB202V__resistance_tolerance,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__temperature_coefficient,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__voltage_rating,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__operating_temp_max,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__operating_temp_min,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__humidity_resistance,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__qualification,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__solderability_per_j_std_002,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__thermal_shock_cycles,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__vibration_grms,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB202V__lot_traceability,5905-00-493-1204__ERA-3AEB202V,5905-00-493-1204,ERA-3AEB202V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__power_rating,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,power_rating,0.1,0.1,pass,true,hard,gte,W,>= 0.1 W,0.1 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-3AEB2491V__resistance_tolerance,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__temperature_coefficient,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__voltage_rating,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__operating_temp_max,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__operating_temp_min,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__humidity_resistance,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__qualification,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__solderability_per_j_std_002,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__thermal_shock_cycles,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__vibration_grms,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2491V__lot_traceability,5905-00-493-1204__ERA-3AEB2491V,5905-00-493-1204,ERA-3AEB2491V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__power_rating,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,power_rating,0.1,0.1,pass,true,hard,gte,W,>= 0.1 W,0.1 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-3AEB2493V__resistance_tolerance,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__temperature_coefficient,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__voltage_rating,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__operating_temp_max,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__operating_temp_min,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__humidity_resistance,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__qualification,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__solderability_per_j_std_002,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__thermal_shock_cycles,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__vibration_grms,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB2493V__lot_traceability,5905-00-493-1204__ERA-3AEB2493V,5905-00-493-1204,ERA-3AEB2493V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__power_rating,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,power_rating,0.1,0.1,pass,true,hard,gte,W,>= 0.1 W,0.1 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-3AEB304V__resistance_tolerance,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__temperature_coefficient,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__voltage_rating,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__operating_temp_max,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__operating_temp_min,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__humidity_resistance,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__qualification,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__solderability_per_j_std_002,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__thermal_shock_cycles,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__vibration_grms,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB304V__lot_traceability,5905-00-493-1204__ERA-3AEB304V,5905-00-493-1204,ERA-3AEB304V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__power_rating,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,power_rating,0.1,0.1,pass,true,hard,gte,W,>= 0.1 W,0.1 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-3AEB751V__resistance_tolerance,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__temperature_coefficient,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__voltage_rating,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__operating_temp_max,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__operating_temp_min,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__humidity_resistance,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__qualification,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__solderability_per_j_std_002,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__thermal_shock_cycles,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__vibration_grms,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-3AEB751V__lot_traceability,5905-00-493-1204__ERA-3AEB751V,5905-00-493-1204,ERA-3AEB751V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__power_rating,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,power_rating,0.1,0.125,pass,true,hard,gte,W,>= 0.1 W,0.125 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-6AEB102V__resistance_tolerance,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__temperature_coefficient,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__voltage_rating,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__operating_temp_max,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__operating_temp_min,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__humidity_resistance,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__qualification,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__solderability_per_j_std_002,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__thermal_shock_cycles,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__vibration_grms,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB102V__lot_traceability,5905-00-493-1204__ERA-6AEB102V,5905-00-493-1204,ERA-6AEB102V,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB104V__power_rating,5905-00-493-1204__ERA-6AEB104V,5905-00-493-1204,ERA-6AEB104V,power_rating,0.1,0.125,pass,true,hard,gte,W,>= 0.1 W,0.125 W,electrical,publog_characteristics,
5905-00-493-1204__ERA-6AEB104V__resistance_tolerance,5905-00-493-1204__ERA-6AEB104V,5905-00-493-1204,ERA-6AEB104V,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB104V__temperature_coefficient,5905-00-493-1204__ERA-6AEB104V,5905-00-493-1204,ERA-6AEB104V,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB104V__voltage_rating,5905-00-493-1204__ERA-6AEB104V,5905-00-493-1204,ERA-6AEB104V,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB104V__operating_temp_max,5905-00-493-1204__ERA-6AEB104V,5905-00-493-1204,ERA-6AEB104V,operating_temp_max,125,155,pass,true,hard,gte,degC,>= 125 degC,155 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB104V__operating_temp_min,5905-00-493-1204__ERA-6AEB104V,5905-00-493-1204,ERA-6AEB104V,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1204__ERA-6AEB104V__humidity_resistance,5905-00-493-1204__ERA-6AEB104V,5905-00-493-1204,ERA-6AEB104V,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
